param,depth,cross,cross_bary,weightedCross,weightedCross_bary,percentage
0.9,2,306,308,17766,16855,0.9487222785095125
1,2,270,292,25618.75,26231.75,1.0239277872651866
0.9,3,286,325,17899,17146,0.9579306106486396
1,3,254,262,28045.75,26631.5,0.949573464785217
