param,depth,cross,cross_bary,weightedCross,weightedCross_bary,percentage
0.9,2,2441,2494,386490,305787,0.7911899402313126
1,2,3942,3684,465894.19444444415,412408.3333333332,0.8851974080190241
0.9,3,2206,2368,404231,329249.25,0.814507670119313
1,3,2957,2963,559873.777777778,522252.6805555555,0.93280432355388
