param,depth,cross,cross_bary,weightedCross,weightedCross_bary,percentage
0.8,2,142,160,9953,8380,0.8419571988345222
0.9,2,341,356,18365.5,16207.5,0.8824970733168168
1,2,365,411,19996.75,20717.5,1.0360433570455199
0.8,3,94,92,10894,9352,0.8584541949697081
0.9,3,396,327,21179,15387.5,0.7265451626611266
1,3,368,384,30604.75,27561.25,0.9005546524640783
