param,depth,cross,cross_bary,weightedCross,weightedCross_bary,percentage
0.9,2,85,86,4600,3173,0.6897826086956522
1,2,519,489,28932.5,26470.5,0.9149053832195628
0.9,3,101,86,5388,3173,0.5889012620638456
1,3,448,429,35686.5,31685.5,0.8878847743544478
