param,depth,cross,cross_bary,weightedCross,weightedCross_bary,percentage
0.9,2,206,191,17420,13434,0.7711825487944891
1,2,335,315,21335.5,19413.5,0.909915399217267
0.9,3,127,162,13510,14280,1.0569948186528497
1,3,323,382,22080.5,23367.75,1.0582980457870066
