param,depth,cross,cross_bary,weightedCross,weightedCross_bary,percentage
0.9,2,31,32,252,255,1.0119047619047619
1,2,35,35,211,199,0.943127962085308
0.9,3,31,32,252,255,1.0119047619047619
1,3,35,35,211,199,0.943127962085308
